"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",117.546,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",116.4423,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",129.2384,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",133.1066,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",112.2703,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",109.5448,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",126.1104,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",117.7999,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",127.4479,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",130.5124,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",129.8599,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",129.1358,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",142.2565,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",130.1158,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",130.5355,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",130.0213,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",115.2496,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",120.1089,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",119.8375,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",118.3626,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",121.8408,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",122.3366,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",117.7691,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",118.8657,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",117.7184,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",118.2758,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",120.9649,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",122.6986,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",121.9277,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",120.65,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",116.4878,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",115.0944,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",116.6253,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",118.2649,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",108.064,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",110.3549,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",112.5708,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",108.4305,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",107.8307,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",106.5312,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",107.031,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",108.997,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",108.4638,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",108.6971,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",108.9304,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",110.5631,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",109.4968,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",110.0966,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",112.0293,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",113.0623,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",114.5951,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",109.7634,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",108.4638,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",107.0643,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",107.7641,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",105.9647,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",109.7634,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",106.7644,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",105.8647,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",106.9643,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",106.5645,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",105.8647,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",108.6638,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",109.6634,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",108.4638,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",108.8637,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",108.4638,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",107.964,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",108.9637,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",109.0636,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",108.5638,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",108.4638,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",109.1636,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",109.2636,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",108.3639,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",111.6628,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",110.0633,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",109.9633,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",109.7634,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",109.4635,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",109.2636,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",108.9637,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",110.863,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",110.4632,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",111.063,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",113.1623,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",111.8627,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",111.1629,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",113.862,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",114.1619,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",114.1619,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",114.6618,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",114.9617,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",115.7614,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",115.6614,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",108.8681,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",111.4686,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",113.719,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",109.4849,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",109.5182,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",108.1847,,
